episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
22,6729,244,399.389998,221,0.9057377049180327,23,0.0942622950819672,4,26.0,-22.0,8.60733,-0.0,8.60733,1,0.3181818181818182,0,0.6818181818181818
23,7129,400,-1.0,399,0.9975,1,0.0025,2,20.0,-18.0,8.618386,8.546001434326172,0.072384834,0,0.30434782608695654,1,0.6956521739130435
24,7479,350,399.124998,315,0.9,35,0.1,8,5.0,3.0,8.596188,-0.0,8.596188,1,0.3333333333333333,0,0.6666666666666666
25,7879,400,-1.0,307,0.7675,93,0.2325,23,12.0,11.0,8.599912,7.942417144775391,0.65749454,0,0.32,1,0.68
26,8279,400,-1.0,331,0.8275,69,0.1725,19,32.0,-13.0,8.618386,8.247333526611328,0.37105274,0,0.3076923076923077,1,0.6923076923076923
27,8524,245,399.387498,176,0.7183673469387755,69,0.2816326530612245,19,2.0,17.0,8.622052,-0.0,8.622052,1,0.3333333333333333,0,0.6666666666666666
28,8924,400,-1.0,381,0.9525,19,0.0475,12,17.0,-5.0,8.611026,8.34080696105957,0.27021885,0,0.32142857142857145,1,0.6785714285714286
29,9324,400,-1.0,372,0.93,28,0.07,15,26.0,-11.0,8.629356,8.255035400390625,0.37432098,0,0.3103448275862069,1,0.6896551724137931
30,9724,400,-1.0,363,0.9075,37,0.0925,15,18.0,-3.0,8.614708,7.59339714050293,1.0213108,0,0.3,1,0.7
31,10124,400,-1.0,52,0.13,348,0.87,19,19.0,0.0,8.622052,7.887166976928711,0.7348852,0,0.2903225806451613,1,0.7096774193548387
32,10524,400,-1.0,302,0.755,98,0.245,9,19.0,-10.0,8.611026,8.24776554107666,0.36326027,0,0.28125,1,0.71875
33,10924,400,-1.0,82,0.205,318,0.795,26,12.0,14.0,8.618386,8.044191360473633,0.5741949,0,0.2727272727272727,1,0.7272727272727273
34,11324,400,-1.0,293,0.7325,107,0.2675,18,15.0,3.0,8.622052,8.383197784423828,0.23885441,0,0.2647058823529412,1,0.7352941176470589
35,11724,400,-1.0,167,0.4175,233,0.5825,18,21.0,-3.0,8.60733,7.639177322387695,0.968153,0,0.2571428571428571,1,0.7428571428571429
36,12124,400,-1.0,375,0.9375,25,0.0625,20,25.0,-5.0,8.60733,8.316518783569336,0.29081154,0,0.25,1,0.75
37,12154,30,399.924998,26,0.8666666666666667,4,0.13333333333333333,8,11.0,-3.0,8.60733,-0.0,8.60733,1,0.2702702702702703,0,0.7297297297297297
38,12554,400,-1.0,394,0.985,6,0.015,16,10.0,6.0,8.622052,8.369279861450195,0.25277233,0,0.2631578947368421,1,0.7368421052631579
39,12954,400,-1.0,36,0.09,364,0.91,26,30.0,-4.0,8.632996,8.157334327697754,0.47566128,0,0.2564102564102564,1,0.7435897435897436
40,13354,400,-1.0,399,0.9975,1,0.0025,18,25.0,-7.0,8.618386,8.553239822387695,0.065146446,0,0.25,1,0.75
41,13754,400,-1.0,369,0.9225,31,0.0775,27,11.0,16.0,8.622052,7.91843843460083,0.70361376,0,0.24390243902439024,1,0.7560975609756098
42,14154,400,-1.0,375,0.9375,25,0.0625,6,22.0,-16.0,8.611026,8.103015899658203,0.5080099,0,0.23809523809523808,1,0.7619047619047619
43,14328,174,399.564998,163,0.9367816091954023,11,0.06321839080459771,18,6.0,12.0,8.629356,-0.0,8.629356,1,0.2558139534883721,0,0.7441860465116279
44,14728,400,-1.0,375,0.9375,25,0.0625,27,35.0,-8.0,8.614708,8.480756759643555,0.13395119,0,0.25,1,0.75
45,15128,400,-1.0,364,0.91,36,0.09,29,35.0,-6.0,8.614708,8.52304744720459,0.0916605,0,0.24444444444444444,1,0.7555555555555555
46,15528,400,-1.0,392,0.98,8,0.02,20,7.0,13.0,8.618386,8.359455108642578,0.25893116,0,0.2391304347826087,1,0.7608695652173914
47,15556,28,399.929998,14,0.5,14,0.5,11,8.0,3.0,8.618386,-0.0,8.618386,1,0.2553191489361702,0,0.7446808510638298
48,15580,24,399.939998,22,0.9166666666666666,2,0.08333333333333333,8,4.0,4.0,8.611026,-0.0,8.611026,1,0.2708333333333333,0,0.7291666666666666
49,15635,55,399.862498,54,0.9818181818181818,1,0.01818181818181818,8,8.0,0.0,8.629356,-0.0,8.629356,1,0.2857142857142857,0,0.7142857142857143
50,16035,400,-1.0,392,0.98,8,0.02,20,25.0,-5.0,8.611026,8.410306930541992,0.20071888,0,0.28,1,0.72
