step,action,reward,total_moves,move_ratio,total_senses,sense_ratio,distance_to_maximum_belief,distance_to_maximum_belief_reduction,belief_shannon_entropy,belief_shannon_entropy_reduction,success,failure
1,2,-9.491218,1,1.0,0,0.0,24.0,-19.0,8.60074520111084,0.013962745666503906,0,0
2,0,0.013825939,1,0.5,1,0.5,5.0,0.0,8.576616287231445,0.02412891387939453,0,0
3,3,0.63866866,2,0.6666666666666666,1,0.3333333333333333,30.0,1.0,8.571564674377441,0.005051612854003906,0,0
4,2,-0.5890005,3,0.75,1,0.25,31.0,-1.0,8.557490348815918,0.014074325561523438,0,0
5,0,0.015453796,3,0.6,2,0.4,31.0,0.0,8.530017852783203,0.027472496032714844,0,0
6,0,0.015157564,3,0.5,3,0.5,31.0,0.0,8.500177383422852,0.029840469360351562,0,0
7,0,0.012953341,3,0.42857142857142855,4,0.5714285714285714,31.0,0.0,8.471094131469727,0.029083251953125,0,0
8,0,0.011773407,3,0.375,5,0.625,31.0,0.0,8.443399429321289,0.0276947021484375,0,0
9,0,0.010703905,3,0.3333333333333333,6,0.6666666666666666,31.0,0.0,8.417174339294434,0.02622509002685547,0,0
10,4,-0.3722681,4,0.4,6,0.6,32.0,-1.0,8.42259693145752,-0.0054225921630859375,0,0
11,3,0.3486431,5,0.45454545454545453,6,0.5454545454545454,31.0,1.0,8.427515029907227,-0.004918098449707031,0,0
12,0,0.010465118,5,0.4166666666666667,7,0.5833333333333334,31.0,0.0,8.399288177490234,0.028226852416992188,0,0
13,4,-0.3405252,6,0.46153846153846156,7,0.5384615384615384,32.0,-1.0,8.40461540222168,-0.0053272247314453125,0,0
14,3,0.32413933,7,0.5,7,0.5,31.0,1.0,8.409539222717285,-0.004923820495605469,0,0
15,4,-0.32183033,8,0.5333333333333333,7,0.4666666666666667,32.0,-1.0,8.414093017578125,-0.004553794860839844,0,0
16,3,0.29954606,9,0.5625,7,0.4375,31.0,1.0,8.4183349609375,-0.004241943359375,0,0
17,4,-0.29193914,10,0.5882352941176471,7,0.4117647058823529,32.0,-1.0,8.422313690185547,-0.003978729248046875,0,0
18,3,0.26847446,11,0.6111111111111112,7,0.3888888888888889,31.0,1.0,8.426030158996582,-0.0037164688110351562,0,0
19,0,0.009615089,11,0.5789473684210527,8,0.42105263157894735,31.0,0.0,8.393144607543945,0.03288555145263672,0,0
20,4,-0.25172132,12,0.6,8,0.4,32.0,-1.0,8.397769927978516,-0.0046253204345703125,0,0
21,3,0.23196954,13,0.6190476190476191,8,0.38095238095238093,31.0,1.0,8.402115821838379,-0.004345893859863281,0,0
22,0,0.10137611,13,0.5909090909090909,9,0.4090909090909091,31.0,0.0,8.074236869812012,0.3278789520263672,0,0
23,0,-0.020687515,13,0.5652173913043478,10,0.43478260869565216,10.0,0.0,8.13505744934082,-0.060820579528808594,0,0
24,0,0.24170075,13,0.5416666666666666,11,0.4583333333333333,11.0,0.0,7.313102722167969,0.8219547271728516,0,0
25,1,0.19354148,14,0.56,11,0.44,6.0,1.0,7.351945877075195,-0.03884315490722656,0,0
26,1,0.0022471463,15,0.5769230769230769,11,0.4230769230769231,5.0,1.0,7.38427209854126,-0.03232622146606445,0,0
27,1,-0.0025558788,16,0.5925925925925926,11,0.4074074074074074,6.0,-1.0,7.41666316986084,-0.03239107131958008,0,0
28,4,-0.0025965068,17,0.6071428571428571,11,0.39285714285714285,7.0,-1.0,7.447540283203125,-0.030877113342285156,0,0
29,4,-0.0026226097,18,0.6206896551724138,11,0.3793103448275862,8.0,-1.0,7.47307825088501,-0.025537967681884766,0,0
30,1,-0.0026386895,19,0.6333333333333333,11,0.36666666666666664,9.0,-1.0,7.490880966186523,-0.017802715301513672,0,0
31,1,-0.0026932636,20,0.6451612903225806,11,0.3548387096774194,10.0,-1.0,7.511931896209717,-0.02105093002319336,0,0
32,1,-0.0027459085,21,0.65625,11,0.34375,11.0,-1.0,7.53579044342041,-0.02385854721069336,0,0
33,1,5.8252835,22,0.6666666666666666,11,0.3333333333333333,12.0,-1.0,-0.0,7.53579044342041,1,0
