episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
14,2326,400,0.576364,265,0.6625,135,0.3375,29,8.0,21.0,8.614708,7.774065017700195,0.8406429,0,0.7142857142857143,1,0.2857142857142857
15,2726,400,1.389219,321,0.8025,79,0.1975,18,13.0,5.0,8.632996,7.6621317863464355,0.9708638,0,0.6666666666666666,1,0.3333333333333333
16,3126,400,-0.578786,321,0.8025,79,0.1975,10,28.0,-18.0,8.614708,7.612362384796143,1.0023456,0,0.625,1,0.375
17,3164,38,404.706091,36,0.9473684210526315,2,0.05263157894736842,19,6.0,13.0,8.614708,-0.0,8.614708,1,0.6470588235294118,0,0.35294117647058826
18,3248,84,400.31387,82,0.9761904761904762,2,0.023809523809523808,8,10.0,-2.0,8.614708,-0.0,8.614708,1,0.6666666666666666,0,0.3333333333333333
19,3648,400,0.166874,350,0.875,50,0.125,10,7.0,3.0,8.611026,7.149599075317383,1.4614267,0,0.631578947368421,1,0.3684210526315789
20,3847,199,400.683269,199,1.0,0,0.0,14,24.0,-10.0,8.611026,-0.0,8.611026,1,0.65,0,0.35
21,4247,400,-1.667862,400,1.0,0,0.0,11,32.0,-21.0,8.625709,8.536994934082031,0.088713646,0,0.6190476190476191,1,0.38095238095238093
22,4647,400,1.159239,384,0.96,16,0.04,11,18.0,-7.0,8.625709,8.18893051147461,0.43677807,0,0.5909090909090909,1,0.4090909090909091
23,5047,400,-1.410028,400,1.0,0,0.0,22,21.0,1.0,8.618386,8.558712005615234,0.059674263,0,0.5652173913043478,1,0.43478260869565216
24,5447,400,-4.128917,390,0.975,10,0.025,11,27.0,-16.0,8.611026,8.311552047729492,0.29947376,0,0.5416666666666666,1,0.4583333333333333
25,5847,400,-1.92724,270,0.675,130,0.325,11,28.0,-17.0,8.618386,7.793111801147461,0.82527447,0,0.52,1,0.48
26,6190,343,402.871327,269,0.7842565597667639,74,0.21574344023323616,19,15.0,4.0,8.603626,-0.0,8.603626,1,0.5384615384615384,0,0.46153846153846156
27,6590,400,2.069361,381,0.9525,19,0.0475,25,25.0,0.0,8.629356,8.254415512084961,0.37494087,0,0.5185185185185185,1,0.48148148148148145
28,6990,400,-3.123675,399,0.9975,1,0.0025,18,32.0,-14.0,8.625709,8.582901000976562,0.04280758,0,0.5,1,0.5
29,7390,400,0.612707,334,0.835,66,0.165,22,8.0,14.0,8.611026,6.859260559082031,1.7517653,0,0.4827586206896552,1,0.5172413793103449
30,7393,3,397.247426,3,1.0,0,0.0,4,7.0,-3.0,8.618386,-0.0,8.618386,1,0.5,0,0.5
31,7793,400,-0.308979,335,0.8375,65,0.1625,12,21.0,-9.0,8.622052,8.298694610595703,0.32335758,0,0.4838709677419355,1,0.5161290322580645
32,7876,83,399.641436,83,1.0,0,0.0,9,25.0,-16.0,8.629356,-0.0,8.629356,1,0.5,0,0.5
33,8276,400,2.472651,345,0.8625,55,0.1375,19,12.0,7.0,8.614708,6.765091896057129,1.849616,0,0.48484848484848486,1,0.5151515151515151
34,8455,179,402.549034,111,0.6201117318435754,68,0.37988826815642457,11,16.0,-5.0,8.614708,-0.0,8.614708,1,0.5,0,0.5
35,8855,400,0.355626,199,0.4975,201,0.5025,17,18.0,-1.0,8.618386,8.260331153869629,0.3580551,0,0.4857142857142857,1,0.5142857142857142
36,9255,400,2.201341,289,0.7225,111,0.2775,19,19.0,0.0,8.618386,8.240554809570312,0.37783146,0,0.4722222222222222,1,0.5277777777777778
37,9553,298,403.849296,231,0.7751677852348994,67,0.22483221476510068,15,9.0,6.0,8.60733,-0.0,8.60733,1,0.4864864864864865,0,0.5135135135135135
38,9633,80,398.742489,44,0.55,36,0.45,2,10.0,-8.0,8.611026,-0.0,8.611026,1,0.5,0,0.5
39,9861,228,400.649395,228,1.0,0,0.0,12,22.0,-10.0,8.60733,-0.0,8.60733,1,0.5128205128205128,0,0.48717948717948717
40,10261,400,0.368877,369,0.9225,31,0.0775,15,7.0,8.0,8.622052,8.191183090209961,0.4308691,0,0.5,1,0.5
41,10552,291,401.089252,207,0.711340206185567,84,0.28865979381443296,16,25.0,-9.0,8.614708,-0.0,8.614708,1,0.5121951219512195,0,0.4878048780487805
42,10952,400,-0.844322,358,0.895,42,0.105,17,20.0,-3.0,8.618386,8.346212387084961,0.27217388,0,0.5,1,0.5
43,11197,245,399.572107,245,1.0,0,0.0,10,21.0,-11.0,8.611026,-0.0,8.611026,1,0.5116279069767442,0,0.4883720930232558
44,11597,400,0.820642,391,0.9775,9,0.0225,18,34.0,-16.0,8.625709,8.599443435668945,0.026265144,0,0.5,1,0.5
45,11997,400,0.332049,299,0.7475,101,0.2525,16,13.0,3.0,8.614708,8.384116172790527,0.23059177,0,0.4888888888888889,1,0.5111111111111111
46,12397,400,1.333502,315,0.7875,85,0.2125,11,15.0,-4.0,8.603626,5.080334186553955,3.523292,0,0.4782608695652174,1,0.5217391304347826
47,12797,400,-2.407359,226,0.565,174,0.435,14,22.0,-8.0,8.60733,8.248565673828125,0.35876465,0,0.46808510638297873,1,0.5319148936170213
48,13197,400,-1.608838,160,0.4,240,0.6,19,23.0,-4.0,8.603626,8.194625854492188,0.4090004,0,0.4583333333333333,1,0.5416666666666666
49,13597,400,-0.314912,393,0.9825,7,0.0175,18,22.0,-4.0,8.618386,8.32913589477539,0.28925037,0,0.4489795918367347,1,0.5510204081632653
50,13997,400,0.031985,172,0.43,228,0.57,14,17.0,-3.0,8.614708,7.871837615966797,0.74287033,0,0.44,1,0.56
