episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
19,5652,400,-4.379382,244,0.61,156,0.39,9,17.0,-8.0,8.611026,7.844913482666016,0.7661123,0,0.3157894736842105,1,0.6842105263157895
20,6052,400,-6.245616,271,0.6775,129,0.3225,6,17.0,-11.0,8.614708,7.457917213439941,1.1567907,0,0.3,1,0.7
21,6452,400,-4.021864,240,0.6,160,0.4,9,16.0,-7.0,8.611026,7.25792932510376,1.3530965,0,0.2857142857142857,1,0.7142857142857143
22,6852,400,0.462969,194,0.485,206,0.515,29,35.0,-6.0,8.611026,8.174067497253418,0.4369583,0,0.2727272727272727,1,0.7272727272727273
23,7252,400,0.503836,124,0.31,276,0.69,21,16.0,5.0,8.611026,8.030845642089844,0.58018017,0,0.2608695652173913,1,0.7391304347826086
24,7652,400,-3.765285,272,0.68,128,0.32,6,22.0,-16.0,8.622052,7.76874303817749,0.85330915,0,0.25,1,0.75
25,8052,400,-1.080706,266,0.665,134,0.335,8,12.0,-4.0,8.614708,8.050945281982422,0.56376266,0,0.24,1,0.76
26,8055,3,399.429558,2,0.6666666666666666,1,0.3333333333333333,2,2.0,0.0,8.625709,-0.0,8.625709,1,0.2692307692307692,0,0.7307692307692307
27,8455,400,2.611667,196,0.49,204,0.51,25,24.0,1.0,8.611026,7.543375492095947,1.0676503,0,0.25925925925925924,1,0.7407407407407407
28,8650,195,400.670363,136,0.6974358974358974,59,0.30256410256410254,12,3.0,9.0,8.625709,-0.0,8.625709,1,0.2857142857142857,0,0.7142857142857143
29,8664,14,397.458375,9,0.6428571428571429,5,0.35714285714285715,4,1.0,3.0,8.625709,-0.0,8.625709,1,0.3103448275862069,0,0.6896551724137931
30,8686,22,398.240234,17,0.7727272727272727,5,0.22727272727272727,3,2.0,1.0,8.622052,-0.0,8.622052,1,0.3333333333333333,0,0.6666666666666666
31,9086,400,-2.99911,234,0.585,166,0.415,14,17.0,-3.0,8.60733,7.134157180786133,1.4731731,0,0.3225806451612903,1,0.6774193548387096
32,9486,400,-1.537494,231,0.5775,169,0.4225,15,33.0,-18.0,8.60733,8.266971588134766,0.34035873,0,0.3125,1,0.6875
33,9774,288,400.050831,196,0.6805555555555556,92,0.3194444444444444,7,1.0,6.0,8.622052,-0.0,8.622052,1,0.3333333333333333,0,0.6666666666666666
34,10174,400,0.859968,163,0.4075,237,0.5925,16,37.0,-21.0,8.614708,8.172430038452148,0.4422779,0,0.3235294117647059,1,0.6764705882352942
35,10341,167,399.918698,100,0.5988023952095808,67,0.40119760479041916,17,12.0,5.0,8.618386,-0.0,8.618386,1,0.34285714285714286,0,0.6571428571428571
36,10348,7,401.001437,5,0.7142857142857143,2,0.2857142857142857,5,4.0,1.0,8.614708,-0.0,8.614708,1,0.3611111111111111,0,0.6388888888888888
37,10748,400,-4.886794,255,0.6375,145,0.3625,8,24.0,-16.0,8.614708,8.255090713500977,0.35961723,0,0.35135135135135137,1,0.6486486486486487
38,11148,400,4.035749,249,0.6225,151,0.3775,26,12.0,14.0,8.603626,8.095121383666992,0.50850487,0,0.34210526315789475,1,0.6578947368421053
39,11149,1,398.040161,1,1.0,0,0.0,2,24.0,-22.0,8.625709,-0.0,8.625709,1,0.358974358974359,0,0.6410256410256411
40,11493,344,401.187089,201,0.5843023255813954,143,0.41569767441860467,4,2.0,2.0,8.614708,-0.0,8.614708,1,0.375,0,0.625
41,11893,400,-5.206112,169,0.4225,231,0.5775,8,32.0,-24.0,8.636623,8.004278182983398,0.6323452,0,0.36585365853658536,1,0.6341463414634146
42,12293,400,-2.084543,189,0.4725,211,0.5275,24,20.0,4.0,8.611026,8.110564231872559,0.5004616,0,0.35714285714285715,1,0.6428571428571429
43,12693,400,-2.879242,243,0.6075,157,0.3925,6,3.0,3.0,8.618386,5.980533123016357,2.6378531,0,0.3488372093023256,1,0.6511627906976745
44,12823,130,401.702523,85,0.6538461538461539,45,0.34615384615384615,18,11.0,7.0,8.611026,-0.0,8.611026,1,0.36363636363636365,0,0.6363636363636364
45,12863,40,399.199916,25,0.625,15,0.375,5,5.0,0.0,8.603626,-0.0,8.603626,1,0.37777777777777777,0,0.6222222222222222
46,13190,327,403.377637,216,0.6605504587155964,111,0.3394495412844037,18,4.0,14.0,8.60733,-0.0,8.60733,1,0.391304347826087,0,0.6086956521739131
47,13590,400,1.513134,279,0.6975,121,0.3025,23,22.0,1.0,8.632996,7.967951774597168,0.66504383,0,0.3829787234042553,1,0.6170212765957447
48,13990,400,-4.438259,220,0.55,180,0.45,12,32.0,-20.0,8.60733,8.052190780639648,0.55513954,0,0.375,1,0.625
49,14390,400,-2.755812,261,0.6525,139,0.3475,13,14.0,-1.0,8.611026,5.547815322875977,3.0632105,0,0.3673469387755102,1,0.6326530612244898
50,14790,400,-1.427855,242,0.605,158,0.395,20,15.0,5.0,8.614708,7.87497091293335,0.73973703,0,0.36,1,0.64
