episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
36,9603,189,403.268842,146,0.7724867724867724,43,0.2275132275132275,23,7.0,16.0,8.614708,-0.0,8.614708,1,0.5,0,0.5
37,10003,400,-0.240748,261,0.6525,139,0.3475,20,33.0,-13.0,8.603626,8.076162338256836,0.5274639,0,0.4864864864864865,1,0.5135135135135135
38,10403,400,0.369412,284,0.71,116,0.29,20,9.0,11.0,8.611026,7.179627895355225,1.4313979,0,0.47368421052631576,1,0.5263157894736842
39,10803,400,-1.509148,249,0.6225,151,0.3775,8,28.0,-20.0,8.611026,7.571227073669434,1.0397987,0,0.46153846153846156,1,0.5384615384615384
40,11203,400,-2.488696,287,0.7175,113,0.2825,6,13.0,-7.0,8.60733,6.061901092529297,2.5454292,0,0.45,1,0.55
41,11603,400,-1.914565,209,0.5225,191,0.4775,9,10.0,-1.0,8.611026,7.68735933303833,0.9236665,0,0.43902439024390244,1,0.5609756097560976
42,11645,42,401.112459,34,0.8095238095238095,8,0.19047619047619047,7,0.0,7.0,8.632996,-0.0,8.632996,1,0.4523809523809524,0,0.5476190476190477
43,11793,148,399.40193,114,0.7702702702702703,34,0.22972972972972974,6,9.0,-3.0,8.614708,-0.0,8.614708,1,0.46511627906976744,0,0.5348837209302325
44,12193,400,-1.148522,283,0.7075,117,0.2925,20,5.0,15.0,8.611026,6.5127739906311035,2.0982518,0,0.45454545454545453,1,0.5454545454545454
45,12329,136,401.591744,103,0.7573529411764706,33,0.2426470588235294,22,7.0,15.0,8.618386,-0.0,8.618386,1,0.4666666666666667,0,0.5333333333333333
46,12720,391,400.651608,262,0.670076726342711,129,0.329923273657289,27,9.0,18.0,8.618386,-0.0,8.618386,1,0.4782608695652174,0,0.5217391304347826
47,13120,400,-1.492462,280,0.7,120,0.3,7,11.0,-4.0,8.611026,7.389927387237549,1.2210984,0,0.46808510638297873,1,0.5319148936170213
48,13520,400,-0.782384,224,0.56,176,0.44,9,4.0,5.0,8.614708,7.544366836547852,1.0703411,0,0.4583333333333333,1,0.5416666666666666
49,13920,400,-1.463785,274,0.685,126,0.315,12,21.0,-9.0,8.622052,7.802180767059326,0.8198714,0,0.4489795918367347,1,0.5510204081632653
50,14320,400,-0.072746,275,0.6875,125,0.3125,8,7.0,1.0,8.625709,6.981505393981934,1.6442032,0,0.44,1,0.56
