step,action,reward,total_moves,move_ratio,total_senses,sense_ratio,distance_to_maximum_belief,distance_to_maximum_belief_reduction,belief_shannon_entropy,belief_shannon_entropy_reduction,success,failure
1,3,-1.1196696,1,1.0,0,0.0,22.0,-17.0,8.60794734954834,0.006760597229003906,0,0
2,4,-0.06745792,2,1.0,0,0.0,4.0,-1.0,8.605718612670898,0.0022287368774414062,0,0
3,1,0.06412774,3,1.0,0,0.0,5.0,1.0,8.60341739654541,0.0023012161254882812,0,0
4,4,0.064204104,4,1.0,0,0.0,4.0,1.0,8.600292205810547,0.0031251907348632812,0,0
5,3,-0.067573264,5,1.0,0,0.0,5.0,-1.0,8.599308013916016,0.00098419189453125,0,0
6,2,-0.06745015,6,1.0,0,0.0,6.0,-1.0,8.59699535369873,0.0023126602172851562,0,0
7,0,0.0005015974,6,0.8571428571428571,1,0.14285714285714285,6.0,0.0,8.571351051330566,0.025644302368164062,0,0
8,0,0.0005917471,6,0.75,2,0.25,30.0,0.0,8.544734001159668,0.026617050170898438,0,0
9,4,-0.06790266,7,0.7777777777777778,2,0.2222222222222222,31.0,-1.0,8.547304153442383,-0.0025701522827148438,0,0
10,0,0.00013039203,7,0.7,3,0.3,31.0,0.0,8.525665283203125,0.021638870239257812,0,0
11,1,-0.06789666,8,0.7272727272727273,3,0.2727272727272727,32.0,-1.0,8.528170585632324,-0.0025053024291992188,0,0
12,1,-0.0675129,9,0.75,3,0.25,33.0,-1.0,8.526535034179688,0.0016355514526367188,0,0
13,2,0.06366595,10,0.7692307692307693,3,0.23076923076923078,32.0,1.0,8.529216766357422,-0.002681732177734375,0,0
14,0,0.0001676894,10,0.7142857142857143,4,0.2857142857142857,32.0,0.0,8.50717544555664,0.02204132080078125,0,0
15,1,-0.067879416,11,0.7333333333333333,4,0.26666666666666666,33.0,-1.0,8.50949478149414,-0.0023193359375,0,0
16,0,-2.162531e-05,11,0.6875,5,0.3125,33.0,0.0,8.489496231079102,0.019998550415039062,0,0
17,0,-0.0003075417,11,0.6470588235294118,6,0.35294117647058826,33.0,0.0,8.472582817077637,0.016913414001464844,0,0
18,2,0.06361884,12,0.6666666666666666,6,0.3333333333333333,32.0,1.0,8.475772857666016,-0.0031900405883789062,0,0
19,3,0.06366206,13,0.6842105263157895,6,0.3157894736842105,31.0,1.0,8.478496551513672,-0.00272369384765625,0,0
20,4,-0.06792202,14,0.7,6,0.3,32.0,-1.0,8.48127555847168,-0.0027790069580078125,0,0
21,0,-0.00015366834,14,0.6666666666666666,7,0.3333333333333333,32.0,0.0,8.462701797485352,0.018573760986328125,0,0
22,0,-0.00035995233,14,0.6363636363636364,8,0.36363636363636365,32.0,0.0,8.446353912353516,0.016347885131835938,0,0
23,2,0.06359259,15,0.6521739130434783,8,0.34782608695652173,31.0,1.0,8.449827194213867,-0.0034732818603515625,0,0
24,1,-0.06796762,16,0.6666666666666666,8,0.3333333333333333,32.0,-1.0,8.45309829711914,-0.0032711029052734375,0,0
25,1,-0.06794217,17,0.68,8,0.32,33.0,-1.0,8.456094741821289,-0.0029964447021484375,0,0
26,2,0.06364756,18,0.6923076923076923,8,0.3076923076923077,32.0,1.0,8.458974838256836,-0.002880096435546875,0,0
27,3,0.06368716,19,0.7037037037037037,8,0.2962962962962963,31.0,1.0,8.461427688598633,-0.002452850341796875,0,0
28,3,0.06372799,20,0.7142857142857143,8,0.2857142857142857,30.0,1.0,8.46343994140625,-0.0020122528076171875,0,0
29,1,-0.067412585,21,0.7241379310344828,8,0.27586206896551724,31.0,-1.0,8.460721969604492,0.0027179718017578125,0,0
30,1,-0.06767791,22,0.7333333333333333,8,0.26666666666666666,32.0,-1.0,8.460866928100586,-0.00014495849609375,0,0
31,3,0.06442391,23,0.7419354838709677,8,0.25806451612903225,31.0,1.0,8.45536994934082,0.005496978759765625,0,0
32,3,0.064170875,24,0.75,8,0.25,30.0,1.0,8.452603340148926,0.0027666091918945312,0,0
33,0,0.085877165,24,0.7272727272727273,9,0.2727272727272727,30.0,0.0,7.505727291107178,0.946876049041748,0,0
34,4,-0.07119715,25,0.7352941176470589,9,0.2647058823529412,6.0,-1.0,7.543846130371094,-0.038118839263916016,0,0
35,4,-0.06996846,26,0.7428571428571429,9,0.2571428571428571,7.0,-1.0,7.56870698928833,-0.024860858917236328,0,0
36,2,-0.07015336,27,0.75,9,0.25,8.0,-1.0,7.595562934875488,-0.026855945587158203,0,0
37,2,-0.06964998,28,0.7567567567567568,9,0.24324324324324326,9.0,-1.0,7.616987228393555,-0.021424293518066406,0,0
