step,action,reward,total_moves,move_ratio,total_senses,sense_ratio,distance_to_maximum_belief,distance_to_maximum_belief_reduction,belief_shannon_entropy,belief_shannon_entropy_reduction,success,failure
1,3,-4.471178,1,1.0,0,0.0,22.0,-17.0,8.60794734954834,0.006760597229003906,0,0
2,3,-0.25979975,2,1.0,0,0.0,4.0,-1.0,8.598888397216797,0.009058952331542969,0,0
3,0,0.44694418,2,0.6666666666666666,1,0.3333333333333333,6.0,0.0,7.393218040466309,1.2056703567504883,0,0
4,3,0.24641001,3,0.75,1,0.25,1.0,1.0,7.43839693069458,-0.045178890228271484,0,0
5,0,-0.089650124,3,0.6,2,0.4,3.0,0.0,7.680235862731934,-0.24183893203735352,0,0
6,1,0.25708783,4,0.6666666666666666,2,0.3333333333333333,4.0,1.0,7.696610450744629,-0.016374588012695312,0,0
7,2,-0.2708141,5,0.7142857142857143,2,0.2857142857142857,5.0,-1.0,7.717263698577881,-0.020653247833251953,0,0
8,0,-0.049281914,5,0.625,3,0.375,5.0,0.0,7.850205898284912,-0.13294219970703125,0,0
9,4,0.25673375,6,0.6666666666666666,3,0.3333333333333333,6.0,1.0,7.867535591125488,-0.017329692840576172,0,0
10,3,-0.2698053,7,0.7,3,0.3,7.0,-1.0,7.885467529296875,-0.01793193817138672,0,0
11,3,-0.266124,8,0.7272727272727273,3,0.2727272727272727,8.0,-1.0,7.893468856811523,-0.008001327514648438,0,0
12,0,0.27781335,8,0.6666666666666666,4,0.3333333333333333,8.0,0.0,7.144043445587158,0.7494254112243652,0,0
13,0,0.20842129,8,0.6153846153846154,5,0.38461538461538464,3.0,0.0,6.581809043884277,0.5622344017028809,0,0
14,0,0.1653569,8,0.5714285714285714,6,0.42857142857142855,3.0,0.0,6.135744571685791,0.44606447219848633,0,0
15,0,-0.15176831,8,0.5333333333333333,7,0.4666666666666667,3.0,0.0,6.54515266418457,-0.4094080924987793,0,0
16,0,0.11809947,8,0.5,8,0.5,3.0,0.0,6.226569175720215,0.31858348846435547,0,0
17,2,0.21269344,9,0.5294117647058824,8,0.47058823529411764,2.0,1.0,6.362701416015625,-0.13613224029541016,0,0
18,0,-0.09077223,9,0.5,9,0.5,2.0,0.0,6.607567310333252,-0.24486589431762695,0,0
19,3,0.2413222,10,0.5263157894736842,9,0.47368421052631576,3.0,1.0,6.666471004486084,-0.05890369415283203,0,0
20,4,0.23277794,11,0.55,9,0.45,4.0,1.0,6.7484235763549805,-0.08195257186889648,0,0
21,1,402.7648,12,0.5714285714285714,9,0.42857142857142855,3.0,1.0,-0.0,6.7484235763549805,1,0
