episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
399,119724,400,-4.986893,305,0.7625,95,0.2375,3,33.0,-30.0,8.632996,7.993126392364502,0.6398692,0,0.43609022556390975,1,0.5639097744360902
400,119787,63,401.251743,56,0.8888888888888888,7,0.1111111111111111,12,6.0,6.0,8.603626,-0.0,8.603626,1,0.4375,0,0.5625
401,120187,400,-4.85821,272,0.68,128,0.32,9,21.0,-12.0,8.614708,7.27835750579834,1.3363504,0,0.43640897755610975,1,0.5635910224438903
402,120587,400,-5.998252,289,0.7225,111,0.2775,6,12.0,-6.0,8.614708,5.629629135131836,2.9850788,0,0.43532338308457713,1,0.5646766169154229
403,120987,400,-1.667937,271,0.6775,129,0.3225,20,26.0,-6.0,8.611026,7.810244083404541,0.8007817,0,0.43424317617866004,1,0.56575682382134
404,121387,400,-1.90678,255,0.6375,145,0.3625,12,14.0,-2.0,8.614708,7.685839653015137,0.9288683,0,0.43316831683168316,1,0.5668316831683168
405,121787,400,2.361456,309,0.7725,91,0.2275,18,21.0,-3.0,8.60733,8.074268341064453,0.533062,0,0.43209876543209874,1,0.5679012345679012
406,121980,193,401.743728,131,0.6787564766839378,62,0.32124352331606215,16,3.0,13.0,8.60733,-0.0,8.60733,1,0.43349753694581283,0,0.5665024630541872
407,122380,400,-1.147191,207,0.5175,193,0.4825,17,22.0,-5.0,8.618386,7.844383716583252,0.77400255,0,0.43243243243243246,1,0.5675675675675675
408,122780,400,0.92414,283,0.7075,117,0.2925,17,9.0,8.0,8.618386,8.02933406829834,0.5890522,0,0.43137254901960786,1,0.5686274509803921
409,123012,232,402.47811,155,0.6681034482758621,77,0.33189655172413796,17,6.0,11.0,8.611026,-0.0,8.611026,1,0.43276283618581907,0,0.5672371638141809
410,123412,400,-0.606056,299,0.7475,101,0.2525,14,9.0,5.0,8.614708,6.3356614112854,2.2790465,0,0.4317073170731707,1,0.5682926829268292
411,123424,12,399.341794,9,0.75,3,0.25,2,2.0,0.0,8.603626,-0.0,8.603626,1,0.43309002433090027,0,0.5669099756690997
412,123515,91,401.480897,81,0.8901098901098901,10,0.10989010989010989,10,1.0,9.0,8.625709,-0.0,8.625709,1,0.4344660194174757,0,0.5655339805825242
413,123915,400,2.375589,322,0.805,78,0.195,24,25.0,-1.0,8.618386,7.29934549331665,1.3190408,0,0.43341404358353514,1,0.5665859564164649
414,124315,400,-1.125185,313,0.7825,87,0.2175,17,11.0,6.0,8.611026,7.728768348693848,0.88225746,0,0.4323671497584541,1,0.5676328502415459
415,124715,400,5.398517,269,0.6725,131,0.3275,32,16.0,16.0,8.629356,5.8973822593688965,2.7319741,0,0.43132530120481927,1,0.5686746987951807
416,125115,400,-1.407226,292,0.73,108,0.27,9,13.0,-4.0,8.614708,7.828693389892578,0.78601456,0,0.43028846153846156,1,0.5697115384615384
417,125515,400,-4.706333,131,0.3275,269,0.6725,8,31.0,-23.0,8.622052,7.884838104248047,0.7372141,0,0.4292565947242206,1,0.5707434052757794
418,125915,400,-0.69245,218,0.545,182,0.455,13,14.0,-1.0,8.611026,7.5168256759643555,1.0942001,0,0.42822966507177035,1,0.5717703349282297
419,126016,101,399.489624,81,0.801980198019802,20,0.19801980198019803,10,6.0,4.0,8.614708,-0.0,8.614708,1,0.4295942720763723,0,0.5704057279236276
420,126115,99,403.048151,75,0.7575757575757576,24,0.24242424242424243,16,8.0,8.0,8.622052,-0.0,8.622052,1,0.430952380952381,0,0.569047619047619
421,126515,400,-1.190494,223,0.5575,177,0.4425,17,16.0,1.0,8.614708,7.35664701461792,1.2580609,0,0.42992874109263657,1,0.5700712589073634
422,126524,9,400.012614,8,0.8888888888888888,1,0.1111111111111111,11,1.0,10.0,8.60733,-0.0,8.60733,1,0.4312796208530806,0,0.5687203791469194
423,126924,400,0.692826,326,0.815,74,0.185,16,12.0,4.0,8.622052,7.864208698272705,0.7578435,0,0.4302600472813239,1,0.5697399527186762
424,127143,219,401.047622,151,0.6894977168949772,68,0.3105022831050228,11,1.0,10.0,8.603626,-0.0,8.603626,1,0.43160377358490565,0,0.5683962264150944
425,127543,400,-0.968173,320,0.8,80,0.2,15,11.0,4.0,8.614708,7.590459823608398,1.0242481,0,0.43058823529411766,1,0.5694117647058824
426,127554,11,400.001648,7,0.6363636363636364,4,0.36363636363636365,3,9.0,-6.0,8.60733,-0.0,8.60733,1,0.431924882629108,0,0.568075117370892
427,127954,400,-1.16312,296,0.74,104,0.26,10,17.0,-7.0,8.618386,7.225886344909668,1.3924999,0,0.4309133489461358,1,0.5690866510538641
428,128354,400,-2.907523,223,0.5575,177,0.4425,10,15.0,-5.0,8.614708,8.114808082580566,0.49989986,0,0.42990654205607476,1,0.5700934579439252
429,128754,400,-2.330764,228,0.57,172,0.43,19,10.0,9.0,8.622052,7.851985454559326,0.77006674,0,0.4289044289044289,1,0.5710955710955711
430,129154,400,3.34873,220,0.55,180,0.45,30,11.0,19.0,8.614708,7.723092555999756,0.8916154,0,0.42790697674418604,1,0.5720930232558139
431,129210,56,397.8239,42,0.75,14,0.25,4,7.0,-3.0,8.611026,-0.0,8.611026,1,0.42923433874709976,0,0.5707656612529002
432,129225,15,397.888981,12,0.8,3,0.2,6,2.0,4.0,8.622052,-0.0,8.622052,1,0.4305555555555556,0,0.5694444444444444
433,129312,87,402.005765,72,0.8275862068965517,15,0.1724137931034483,16,1.0,15.0,8.60733,-0.0,8.60733,1,0.43187066974595845,0,0.5681293302540416
434,129712,400,5.819249,216,0.54,184,0.46,20,8.0,12.0,8.618386,7.175288677215576,1.4430976,0,0.4308755760368664,1,0.5691244239631337
435,129770,58,403.091728,45,0.7758620689655172,13,0.22413793103448276,25,11.0,14.0,8.618386,-0.0,8.618386,1,0.432183908045977,0,0.5678160919540229
436,130170,400,4.166409,328,0.82,72,0.18,35,17.0,18.0,8.629356,7.586212635040283,1.0431437,0,0.43119266055045874,1,0.5688073394495413
437,130570,400,2.234644,331,0.8275,69,0.1725,11,5.0,6.0,8.60733,8.0487699508667,0.5585604,0,0.4302059496567506,1,0.5697940503432495
438,130741,171,399.269554,129,0.7543859649122807,42,0.24561403508771928,1,12.0,-11.0,8.614708,-0.0,8.614708,1,0.4315068493150685,0,0.5684931506849316
439,131141,400,0.511645,333,0.8325,67,0.1675,16,15.0,1.0,8.625709,6.715925693511963,1.9097829,0,0.4305239179954442,1,0.5694760820045558
440,131541,400,2.597012,241,0.6025,159,0.3975,17,6.0,11.0,8.625709,7.530867099761963,1.0948415,0,0.42954545454545456,1,0.5704545454545454
441,131941,400,-0.184203,319,0.7975,81,0.2025,15,17.0,-2.0,8.622052,7.621792316436768,1.0002599,0,0.42857142857142855,1,0.5714285714285714
442,131956,15,401.828384,10,0.6666666666666666,5,0.3333333333333333,5,4.0,1.0,8.622052,-0.0,8.622052,1,0.4298642533936652,0,0.5701357466063348
443,132356,400,2.406698,279,0.6975,121,0.3025,16,17.0,-1.0,8.614708,7.1180877685546875,1.4966202,0,0.4288939051918736,1,0.5711060948081265
444,132628,272,403.751605,176,0.6470588235294118,96,0.35294117647058826,14,5.0,9.0,8.625709,-0.0,8.625709,1,0.43018018018018017,0,0.5698198198198198
445,132708,80,404.514274,63,0.7875,17,0.2125,12,4.0,8.0,8.632996,-0.0,8.632996,1,0.4314606741573034,0,0.5685393258426966
446,133108,400,-2.340974,293,0.7325,107,0.2675,8,32.0,-24.0,8.629356,7.913834571838379,0.7155218,0,0.4304932735426009,1,0.5695067264573991
447,133508,400,1.711566,329,0.8225,71,0.1775,9,22.0,-13.0,8.611026,7.330143928527832,1.2808819,0,0.42953020134228187,1,0.5704697986577181
448,133908,400,2.816029,258,0.645,142,0.355,17,8.0,9.0,8.618386,6.345444679260254,2.2729416,0,0.42857142857142855,1,0.5714285714285714
449,133909,1,396.854858,1,1.0,0,0.0,1,37.0,-36.0,8.632996,-0.0,8.632996,1,0.4298440979955457,0,0.5701559020044543
450,134309,400,3.157969,261,0.6525,139,0.3475,15,18.0,-3.0,8.622052,8.049381256103516,0.57267094,0,0.4288888888888889,1,0.5711111111111111
451,134350,41,400.882783,32,0.7804878048780488,9,0.21951219512195122,18,3.0,15.0,8.611026,-0.0,8.611026,1,0.43015521064301554,0,0.5698447893569845
452,134750,400,-3.520633,275,0.6875,125,0.3125,7,21.0,-14.0,8.614708,7.15957498550415,1.455133,0,0.42920353982300885,1,0.5707964601769911
453,135042,292,401.624437,197,0.6746575342465754,95,0.3253424657534247,7,4.0,3.0,8.603626,-0.0,8.603626,1,0.4304635761589404,0,0.5695364238410596
454,135442,400,0.07376,279,0.6975,121,0.3025,5,20.0,-15.0,8.622052,8.365254402160645,0.2567978,0,0.42951541850220265,1,0.5704845814977973
455,135842,400,0.954101,261,0.6525,139,0.3475,10,21.0,-11.0,8.618386,7.869279384613037,0.7491069,0,0.42857142857142855,1,0.5714285714285714
456,136242,400,2.054373,255,0.6375,145,0.3625,18,23.0,-5.0,8.611026,7.607786178588867,1.0032396,0,0.4276315789473684,1,0.5723684210526315
457,136642,400,-0.935731,234,0.585,166,0.415,13,11.0,2.0,8.614708,7.412988662719727,1.2017193,0,0.42669584245076586,1,0.5733041575492341
458,136726,84,401.357039,63,0.75,21,0.25,14,17.0,-3.0,8.625709,-0.0,8.625709,1,0.4279475982532751,0,0.5720524017467249
459,137060,334,403.929631,275,0.8233532934131736,59,0.17664670658682635,20,5.0,15.0,8.622052,-0.0,8.622052,1,0.42919389978213507,0,0.5708061002178649
460,137460,400,-1.851428,287,0.7175,113,0.2825,13,12.0,1.0,8.60733,7.381435394287109,1.2258949,0,0.4282608695652174,1,0.5717391304347826
461,137708,248,404.575459,170,0.6854838709677419,78,0.31451612903225806,23,5.0,18.0,8.632996,-0.0,8.632996,1,0.42950108459869846,0,0.5704989154013015
462,137738,30,401.425269,24,0.8,6,0.2,11,8.0,3.0,8.60733,-0.0,8.60733,1,0.43073593073593075,0,0.5692640692640693
463,138138,400,1.242023,306,0.765,94,0.235,12,16.0,-4.0,8.603626,7.720961570739746,0.8826647,0,0.4298056155507559,1,0.5701943844492441
464,138538,400,-0.973096,239,0.5975,161,0.4025,16,10.0,6.0,8.622052,7.618013381958008,1.0040388,0,0.42887931034482757,1,0.5711206896551724
465,138567,29,402.223198,21,0.7241379310344828,8,0.27586206896551724,24,1.0,23.0,8.629356,-0.0,8.629356,1,0.43010752688172044,0,0.5698924731182796
466,138967,400,-3.565744,310,0.775,90,0.225,4,8.0,-4.0,8.60733,7.3948235511779785,1.2125068,0,0.4291845493562232,1,0.5708154506437768
467,139367,400,-2.912037,282,0.705,118,0.295,9,26.0,-17.0,8.603626,8.128435134887695,0.47519112,0,0.4282655246252677,1,0.5717344753747323
468,139577,210,403.966812,169,0.8047619047619048,41,0.19523809523809524,23,1.0,22.0,8.625709,-0.0,8.625709,1,0.42948717948717946,0,0.5705128205128205
469,139886,309,399.752936,223,0.7216828478964401,86,0.2783171521035599,20,7.0,13.0,8.614708,-0.0,8.614708,1,0.43070362473347545,0,0.5692963752665245
470,139998,112,402.236716,79,0.7053571428571429,33,0.29464285714285715,12,8.0,4.0,8.618386,-0.0,8.618386,1,0.4319148936170213,0,0.5680851063829787
471,140398,400,1.791751,299,0.7475,101,0.2525,15,16.0,-1.0,8.60733,6.884655952453613,1.7226744,0,0.4309978768577495,1,0.5690021231422505
472,140591,193,405.94995,157,0.8134715025906736,36,0.18652849740932642,32,6.0,26.0,8.622052,-0.0,8.622052,1,0.4322033898305085,0,0.5677966101694916
473,140991,400,0.360466,261,0.6525,139,0.3475,19,6.0,13.0,8.622052,6.082305908203125,2.5397463,0,0.4312896405919662,1,0.5687103594080338
474,141391,400,-1.829776,299,0.7475,101,0.2525,6,25.0,-19.0,8.614708,7.979865550994873,0.6348424,0,0.43037974683544306,1,0.569620253164557
475,141791,400,-2.240074,203,0.5075,197,0.4925,6,15.0,-9.0,8.614708,8.0614013671875,0.5533066,0,0.42947368421052634,1,0.5705263157894737
476,142169,378,401.772291,273,0.7222222222222222,105,0.2777777777777778,9,2.0,7.0,8.611026,-0.0,8.611026,1,0.43067226890756305,0,0.569327731092437
477,142443,274,401.904274,155,0.5656934306569343,119,0.4343065693430657,12,4.0,8.0,8.611026,-0.0,8.611026,1,0.43186582809224316,0,0.5681341719077568
478,142843,400,2.791282,168,0.42,232,0.58,22,14.0,8.0,8.629356,6.4857587814331055,2.1435976,0,0.4309623430962343,1,0.5690376569037657
479,143124,281,401.241364,211,0.7508896797153025,70,0.2491103202846975,15,5.0,10.0,8.614708,-0.0,8.614708,1,0.4321503131524008,0,0.5678496868475992
480,143258,134,401.688277,88,0.6567164179104478,46,0.34328358208955223,18,14.0,4.0,8.625709,-0.0,8.625709,1,0.43333333333333335,0,0.5666666666666667
481,143658,400,-3.209134,220,0.55,180,0.45,17,29.0,-12.0,8.622052,8.329085350036621,0.29296684,0,0.43243243243243246,1,0.5675675675675675
482,143767,109,397.512729,65,0.5963302752293578,44,0.4036697247706422,10,2.0,8.0,8.629356,-0.0,8.629356,1,0.4336099585062241,0,0.5663900414937759
483,143807,40,402.864271,29,0.725,11,0.275,12,4.0,8.0,8.618386,-0.0,8.618386,1,0.43478260869565216,0,0.5652173913043478
484,143958,151,403.64137,80,0.5298013245033113,71,0.47019867549668876,30,1.0,29.0,8.629356,-0.0,8.629356,1,0.4359504132231405,0,0.5640495867768595
485,144358,400,-1.852947,333,0.8325,67,0.1675,18,18.0,0.0,8.611026,6.674348831176758,1.936677,0,0.4350515463917526,1,0.5649484536082474
486,144758,400,-2.827508,313,0.7825,87,0.2175,5,24.0,-19.0,8.614708,7.684088706970215,0.93061924,0,0.43415637860082307,1,0.565843621399177
487,145158,400,-1.637678,257,0.6425,143,0.3575,9,33.0,-24.0,8.614708,7.653140068054199,0.9615679,0,0.433264887063655,1,0.5667351129363449
488,145392,234,399.71812,157,0.6709401709401709,77,0.32905982905982906,11,2.0,9.0,8.614708,-0.0,8.614708,1,0.4344262295081967,0,0.5655737704918032
489,145792,400,-0.355192,306,0.765,94,0.235,7,11.0,-4.0,8.625709,6.4261040687561035,2.1996045,0,0.4335378323108384,1,0.5664621676891616
490,146192,400,-3.244784,303,0.7575,97,0.2425,5,26.0,-21.0,8.60733,7.795175552368164,0.81215477,0,0.4326530612244898,1,0.5673469387755102
491,146592,400,2.114633,253,0.6325,147,0.3675,22,28.0,-6.0,8.611026,7.988208770751953,0.62281704,0,0.4317718940936864,1,0.5682281059063137
492,146992,400,-1.739743,202,0.505,198,0.495,14,24.0,-10.0,8.629356,7.503417015075684,1.1259394,0,0.43089430894308944,1,0.5691056910569106
493,147392,400,-2.898695,169,0.4225,231,0.5775,6,9.0,-3.0,8.614708,7.359909534454346,1.2547984,0,0.4300202839756592,1,0.5699797160243407
494,147727,335,403.144501,237,0.7074626865671642,98,0.29253731343283584,11,10.0,1.0,8.614708,-0.0,8.614708,1,0.4311740890688259,0,0.5688259109311741
495,147819,92,400.160813,72,0.782608695652174,20,0.21739130434782608,15,11.0,4.0,8.614708,-0.0,8.614708,1,0.43232323232323233,0,0.5676767676767677
496,148153,334,399.589796,197,0.5898203592814372,137,0.4101796407185629,6,2.0,4.0,8.618386,-0.0,8.618386,1,0.4334677419354839,0,0.5665322580645161
497,148272,119,398.555286,81,0.680672268907563,38,0.31932773109243695,8,7.0,1.0,8.625709,-0.0,8.625709,1,0.4346076458752515,0,0.5653923541247485
498,148477,205,402.913306,133,0.6487804878048781,72,0.35121951219512193,5,9.0,-4.0,8.625709,-0.0,8.625709,1,0.4357429718875502,0,0.5642570281124498
499,148877,400,4.027652,258,0.645,142,0.355,15,15.0,0.0,8.622052,7.613321781158447,1.0087304,0,0.4348697394789579,1,0.5651302605210421
500,149257,380,402.028998,286,0.7526315789473684,94,0.24736842105263157,8,6.0,2.0,8.611026,-0.0,8.611026,1,0.436,0,0.564
501,149657,400,3.25759,239,0.5975,161,0.4025,17,14.0,3.0,8.629356,7.518582344055176,1.110774,0,0.4351297405189621,1,0.564870259481038
502,149723,66,400.979397,54,0.8181818181818182,12,0.18181818181818182,14,3.0,11.0,8.60733,-0.0,8.60733,1,0.4362549800796813,0,0.5637450199203188
503,150123,400,5.175172,284,0.71,116,0.29,25,7.0,18.0,8.629356,7.820096015930176,0.80926037,0,0.43538767395626243,1,0.5646123260437376
504,150523,400,0.722931,220,0.55,180,0.45,14,13.0,1.0,8.622052,7.696791648864746,0.92526054,0,0.43452380952380953,1,0.5654761904761905
505,150810,287,405.054479,174,0.6062717770034843,113,0.39372822299651566,21,5.0,16.0,8.618386,-0.0,8.618386,1,0.43564356435643564,0,0.5643564356435643
506,151209,399,399.910357,262,0.656641604010025,137,0.3433583959899749,5,2.0,3.0,8.60733,-0.0,8.60733,1,0.4367588932806324,0,0.5632411067193676
507,151609,400,-4.313953,245,0.6125,155,0.3875,11,28.0,-17.0,8.622052,7.900853633880615,0.72119856,0,0.4358974358974359,1,0.5641025641025641
508,151669,60,399.934928,47,0.7833333333333333,13,0.21666666666666667,6,5.0,1.0,8.611026,-0.0,8.611026,1,0.43700787401574803,0,0.562992125984252
509,151679,10,399.739711,7,0.7,3,0.3,5,28.0,-23.0,8.618386,-0.0,8.618386,1,0.4381139489194499,0,0.5618860510805501
510,152079,400,5.024503,280,0.7,120,0.3,15,5.0,10.0,8.611026,7.19736909866333,1.4136567,0,0.4372549019607843,1,0.5627450980392157
511,152156,77,403.209979,48,0.6233766233766234,29,0.37662337662337664,23,3.0,20.0,8.614708,-0.0,8.614708,1,0.4383561643835616,0,0.5616438356164384
512,152556,400,-2.343016,275,0.6875,125,0.3125,10,18.0,-8.0,8.611026,7.903317451477051,0.70770836,0,0.4375,1,0.5625
513,152956,400,-0.870981,291,0.7275,109,0.2725,20,17.0,3.0,8.60733,7.766025066375732,0.84130526,0,0.43664717348927873,1,0.5633528265107213
514,153356,400,3.565462,212,0.53,188,0.47,11,16.0,-5.0,8.603626,7.9660773277282715,0.6375489,0,0.4357976653696498,1,0.5642023346303502
515,153756,400,-1.037085,270,0.675,130,0.325,18,13.0,5.0,8.614708,7.253030776977539,1.3616772,0,0.4349514563106796,1,0.5650485436893203
516,154156,400,1.847633,254,0.635,146,0.365,21,11.0,10.0,8.625709,8.023767471313477,0.6019411,0,0.43410852713178294,1,0.5658914728682171
517,154186,30,403.388509,25,0.8333333333333334,5,0.16666666666666666,16,18.0,-2.0,8.611026,-0.0,8.611026,1,0.43520309477756286,0,0.5647969052224371
518,154410,224,402.10072,165,0.7366071428571429,59,0.26339285714285715,11,6.0,5.0,8.60733,-0.0,8.60733,1,0.4362934362934363,0,0.5637065637065637
519,154810,400,1.771149,231,0.5775,169,0.4225,16,14.0,2.0,8.614708,7.005677700042725,1.6090302,0,0.43545279383429675,1,0.5645472061657033
520,155210,400,-0.509209,257,0.6425,143,0.3575,10,11.0,-1.0,8.611026,6.5243072509765625,2.0867186,0,0.4346153846153846,1,0.5653846153846154
521,155610,400,-0.385603,306,0.765,94,0.235,21,20.0,1.0,8.614708,7.284188270568848,1.3305197,0,0.43378119001919385,1,0.5662188099808061
522,156010,400,-0.260321,319,0.7975,81,0.2025,7,21.0,-14.0,8.611026,8.024070739746094,0.5869551,0,0.4329501915708812,1,0.5670498084291188
523,156410,400,3.491251,310,0.775,90,0.225,14,24.0,-10.0,8.603626,7.652108669281006,0.9515176,0,0.4321223709369025,1,0.5678776290630975
524,156810,400,-0.340686,286,0.715,114,0.285,21,24.0,-3.0,8.625709,7.757987976074219,0.8677206,0,0.4312977099236641,1,0.5687022900763359
525,156874,64,402.036893,49,0.765625,15,0.234375,4,6.0,-2.0,8.603626,-0.0,8.603626,1,0.43238095238095237,0,0.5676190476190476
526,157066,192,405.299298,135,0.703125,57,0.296875,14,10.0,4.0,8.622052,-0.0,8.622052,1,0.43346007604562736,0,0.5665399239543726
527,157367,301,400.682321,202,0.6710963455149501,99,0.3289036544850498,11,1.0,10.0,8.611026,-0.0,8.611026,1,0.43453510436432635,0,0.5654648956356736
528,157767,400,2.438988,305,0.7625,95,0.2375,27,20.0,7.0,8.618386,7.666075706481934,0.95231056,0,0.4337121212121212,1,0.5662878787878788
529,158167,400,-2.73047,311,0.7775,89,0.2225,7,16.0,-9.0,8.618386,7.155819892883301,1.4625664,0,0.43289224952741023,1,0.5671077504725898
530,158567,400,-1.640299,255,0.6375,145,0.3625,11,18.0,-7.0,8.60733,7.655657768249512,0.95167255,0,0.4320754716981132,1,0.5679245283018868
531,158967,400,-1.729171,248,0.62,152,0.38,12,15.0,-3.0,8.622052,7.4417877197265625,1.1802645,0,0.4312617702448211,1,0.568738229755179
532,159085,118,404.593099,95,0.8050847457627118,23,0.19491525423728814,28,6.0,22.0,8.625709,-0.0,8.625709,1,0.4323308270676692,0,0.5676691729323309
533,159485,400,-0.38978,310,0.775,90,0.225,20,16.0,4.0,8.60733,8.008488655090332,0.59884167,0,0.43151969981238275,1,0.5684803001876173
534,159885,400,4.422292,228,0.57,172,0.43,13,12.0,1.0,8.625709,6.197565078735352,2.4281435,0,0.4307116104868914,1,0.5692883895131086
535,160221,336,403.669551,221,0.6577380952380952,115,0.34226190476190477,30,2.0,28.0,8.603626,-0.0,8.603626,1,0.43177570093457945,0,0.5682242990654206
536,160377,156,403.370291,97,0.6217948717948718,59,0.3782051282051282,14,10.0,4.0,8.614708,-0.0,8.614708,1,0.43283582089552236,0,0.5671641791044776
537,160777,400,5.101855,326,0.815,74,0.185,12,14.0,-2.0,8.618386,7.493082523345947,1.1253037,0,0.43202979515828677,1,0.5679702048417132
538,160787,10,398.94289,9,0.9,1,0.1,4,5.0,-1.0,8.632996,-0.0,8.632996,1,0.43308550185873607,0,0.5669144981412639
539,161187,400,-3.22888,300,0.75,100,0.25,1,30.0,-29.0,8.618386,7.722978115081787,0.89540815,0,0.4322820037105751,1,0.5677179962894249
540,161587,400,1.145357,287,0.7175,113,0.2825,10,9.0,1.0,8.614708,7.542385101318359,1.0723228,0,0.43148148148148147,1,0.5685185185185185
541,161987,400,2.802023,231,0.5775,169,0.4225,16,30.0,-14.0,8.629356,7.84677267074585,0.7825837,0,0.43068391866913125,1,0.5693160813308688
542,162387,400,3.580043,301,0.7525,99,0.2475,13,20.0,-7.0,8.622052,7.903480529785156,0.71857166,0,0.42988929889298894,1,0.5701107011070111
543,162787,400,0.551698,300,0.75,100,0.25,17,19.0,-2.0,8.622052,7.203643321990967,1.4184089,0,0.429097605893186,1,0.570902394106814
544,162788,1,399.220581,1,1.0,0,0.0,2,20.0,-18.0,8.618386,-0.0,8.618386,1,0.43014705882352944,0,0.5698529411764706
545,163188,400,0.112606,262,0.655,138,0.345,21,31.0,-10.0,8.60733,8.140872955322266,0.46645737,0,0.42935779816513764,1,0.5706422018348624
546,163588,400,1.103176,275,0.6875,125,0.3125,17,17.0,0.0,8.629356,7.774616718292236,0.85473967,0,0.42857142857142855,1,0.5714285714285714
547,163988,400,-1.006601,324,0.81,76,0.19,20,24.0,-4.0,8.611026,7.792130947113037,0.81889486,0,0.42778793418647165,1,0.5722120658135283
548,164106,118,402.366172,76,0.6440677966101694,42,0.3559322033898305,15,3.0,12.0,8.603626,-0.0,8.603626,1,0.42883211678832117,0,0.5711678832116789
549,164328,222,403.546561,160,0.7207207207207207,62,0.27927927927927926,17,10.0,7.0,8.60733,-0.0,8.60733,1,0.42987249544626593,0,0.5701275045537341
550,164728,400,4.339307,244,0.61,156,0.39,20,20.0,0.0,8.618386,7.350787162780762,1.2675991,0,0.4290909090909091,1,0.5709090909090909
551,164770,42,399.429496,37,0.8809523809523809,5,0.11904761904761904,16,26.0,-10.0,8.618386,-0.0,8.618386,1,0.4301270417422868,0,0.5698729582577132
552,165170,400,-1.988656,332,0.83,68,0.17,7,10.0,-3.0,8.603626,7.405041694641113,1.1985846,0,0.42934782608695654,1,0.5706521739130435
553,165570,400,-3.062568,257,0.6425,143,0.3575,8,16.0,-8.0,8.611026,8.237259864807129,0.37376595,0,0.42857142857142855,1,0.5714285714285714
554,165970,400,-3.318429,163,0.4075,237,0.5925,6,18.0,-12.0,8.618386,7.494617938995361,1.1237683,0,0.427797833935018,1,0.572202166064982
555,166370,400,-0.360689,228,0.57,172,0.43,23,18.0,5.0,8.614708,7.154165744781494,1.4605422,0,0.42702702702702705,1,0.572972972972973
556,166770,400,0.154078,249,0.6225,151,0.3775,22,8.0,14.0,8.611026,7.92218017578125,0.68884563,0,0.4262589928057554,1,0.5737410071942446
557,167062,292,402.542733,206,0.7054794520547946,86,0.2945205479452055,17,10.0,7.0,8.622052,-0.0,8.622052,1,0.4272890484739677,0,0.5727109515260324
558,167142,80,402.409017,72,0.9,8,0.1,16,9.0,7.0,8.632996,-0.0,8.632996,1,0.4283154121863799,0,0.5716845878136201
559,167542,400,-0.843798,299,0.7475,101,0.2525,23,13.0,10.0,8.618386,7.6317548751831055,0.9866314,0,0.4275491949910555,1,0.5724508050089445
560,167942,400,-1.772847,298,0.745,102,0.255,7,31.0,-24.0,8.629356,7.688403129577637,0.94095325,0,0.42678571428571427,1,0.5732142857142857
561,168342,400,1.248789,277,0.6925,123,0.3075,6,15.0,-9.0,8.614708,7.693668365478516,0.9210396,0,0.42602495543672014,1,0.5739750445632799
562,168465,123,400.383505,94,0.7642276422764228,29,0.23577235772357724,9,5.0,4.0,8.599912,-0.0,8.599912,1,0.42704626334519574,0,0.5729537366548043
563,168522,57,401.124268,50,0.8771929824561403,7,0.12280701754385964,14,4.0,10.0,8.618386,-0.0,8.618386,1,0.4280639431616341,0,0.5719360568383659
564,168922,400,-3.234405,266,0.665,134,0.335,7,5.0,2.0,8.622052,5.619599342346191,3.0024529,0,0.42730496453900707,1,0.5726950354609929
565,169322,400,3.64798,258,0.645,142,0.355,19,10.0,9.0,8.629356,7.543521881103516,1.0858345,0,0.4265486725663717,1,0.5734513274336284
566,169452,130,402.747911,68,0.5230769230769231,62,0.47692307692307695,26,3.0,23.0,8.636623,-0.0,8.636623,1,0.4275618374558304,0,0.5724381625441696
567,169852,400,0.950835,281,0.7025,119,0.2975,21,12.0,9.0,8.618386,7.886042594909668,0.7323437,0,0.42680776014109345,1,0.5731922398589065
568,169863,11,399.736745,9,0.8181818181818182,2,0.18181818181818182,4,5.0,-1.0,8.614708,-0.0,8.614708,1,0.4278169014084507,0,0.5721830985915493
569,170263,400,6.361603,213,0.5325,187,0.4675,11,18.0,-7.0,8.614708,7.801233291625977,0.81347466,0,0.4270650263620387,1,0.5729349736379613
570,170376,113,403.68384,84,0.7433628318584071,29,0.25663716814159293,18,9.0,9.0,8.618386,-0.0,8.618386,1,0.4280701754385965,0,0.5719298245614035
571,170501,125,403.15211,91,0.728,34,0.272,13,9.0,4.0,8.603626,-0.0,8.603626,1,0.4290718038528897,0,0.5709281961471103
572,170550,49,401.004359,43,0.8775510204081632,6,0.12244897959183673,12,5.0,7.0,8.622052,-0.0,8.622052,1,0.43006993006993005,0,0.5699300699300699
573,170830,280,408.7327,173,0.6178571428571429,107,0.3821428571428571,26,6.0,20.0,8.625709,-0.0,8.625709,1,0.43106457242582896,0,0.568935427574171
574,171230,400,1.547897,188,0.47,212,0.53,18,15.0,3.0,8.60733,6.784793853759766,1.8225365,0,0.43031358885017423,1,0.5696864111498258
575,171277,47,400.877667,35,0.7446808510638298,12,0.2553191489361702,12,3.0,9.0,8.618386,-0.0,8.618386,1,0.43130434782608695,0,0.568695652173913
576,171677,400,-0.241137,289,0.7225,111,0.2775,13,16.0,-3.0,8.622052,7.213863849639893,1.4081883,0,0.4305555555555556,1,0.5694444444444444
