alpha,average_length,average_reward,average_move_ratio,average_sense_ratio,final_success_rate,final_failure_rate
0.0,320.7,111.19824944000001,0.8309219285643442,0.16907807143565579,0.28,0.72
0.25,309.42,135.7783408,0.8204374326142735,0.1795625673857264,0.34,0.66
0.5,279.94,176.07985698000002,0.8129446561787109,0.18705534382128908,0.44,0.56
0.75,299.24,160.47070908,0.780090981996385,0.21990901800361487,0.4,0.6
1.0,295.5,160.69380163999998,0.7654088014964044,0.2345911985035954,0.4,0.6
