alpha,average_length,average_reward,average_move_ratio,average_sense_ratio,final_success_rate,final_failure_rate
0.0,338.84,95.15289952,0.7145307393842699,0.2854692606157301,0.24,0.76
0.25,338.84,95.26095426,0.7145307393842699,0.2854692606157301,0.24,0.76
0.5,338.84,95.36900978,0.7145307393842699,0.2854692606157301,0.24,0.76
0.75,338.84,95.47706478,0.7145307393842699,0.2854692606157301,0.24,0.76
1.0,338.84,95.58511966000002,0.7145307393842699,0.2854692606157301,0.24,0.76
