alpha,average_length,average_reward,average_move_ratio,average_sense_ratio,final_success_rate,final_failure_rate
0.0,300.76774969915766,164.1096923164862,0.6812256896680638,0.31877431033193615,0.4121540312876053,0.5878459687123947
0.25,303.56210142726997,159.43660041876706,0.7003276850508293,0.2996723149491707,0.3990282417248709,0.600971758275129
0.5,289.8460423311105,183.84393655755292,0.6865136887540412,0.3134863112459589,0.4572339808640185,0.5427660191359814
0.75,304.5575868372943,156.30129133577086,0.6845543867409472,0.31544561325905285,0.38878732480195,0.61121267519805
1.0,296.9931669637552,171.49892224688057,0.7116531022185211,0.28834689778147904,0.4230540701128936,0.5769459298871064
