episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
29,9901,16,396.354119,13,0.8125,3,0.1875,5,11.0,-6.0,8.622052,-0.0,8.622052,1,0.2413793103448276,0,0.7586206896551724
30,10301,400,0.408757,278,0.695,122,0.305,15,33.0,-18.0,8.625709,8.229198455810547,0.39651012,0,0.23333333333333334,1,0.7666666666666667
31,10701,400,1.820646,294,0.735,106,0.265,20,5.0,15.0,8.614708,7.963559150695801,0.6511488,0,0.22580645161290322,1,0.7741935483870968
32,11101,400,0.336851,258,0.645,142,0.355,20,15.0,5.0,8.614708,7.701920509338379,0.91278744,0,0.21875,1,0.78125
33,11501,400,-4.477158,285,0.7125,115,0.2875,16,21.0,-5.0,8.614708,7.913731575012207,0.7009764,0,0.21212121212121213,1,0.7878787878787878
34,11546,45,400.559123,33,0.7333333333333333,12,0.26666666666666666,6,8.0,-2.0,8.618386,-0.0,8.618386,1,0.23529411764705882,0,0.7647058823529411
35,11946,400,2.558583,278,0.695,122,0.305,15,11.0,4.0,8.599912,8.08236026763916,0.5175514,0,0.22857142857142856,1,0.7714285714285715
36,12346,400,0.530162,272,0.68,128,0.32,12,9.0,3.0,8.614708,7.894913673400879,0.7197943,0,0.2222222222222222,1,0.7777777777777778
37,12746,400,-0.895947,290,0.725,110,0.275,15,14.0,1.0,8.618386,8.19407844543457,0.42430782,0,0.21621621621621623,1,0.7837837837837838
38,12774,28,396.85328,18,0.6428571428571429,10,0.35714285714285715,7,4.0,3.0,8.603626,-0.0,8.603626,1,0.23684210526315788,0,0.7631578947368421
39,13174,400,-0.59677,255,0.6375,145,0.3625,15,32.0,-17.0,8.622052,8.100536346435547,0.52151585,0,0.23076923076923078,1,0.7692307692307693
40,13574,400,0.455756,290,0.725,110,0.275,15,23.0,-8.0,8.625709,8.105148315429688,0.52056026,0,0.225,1,0.775
41,13714,140,406.863343,91,0.65,49,0.35,14,3.0,11.0,8.614708,-0.0,8.614708,1,0.24390243902439024,0,0.7560975609756098
42,14114,400,-4.619154,287,0.7175,113,0.2825,8,24.0,-16.0,8.618386,8.298280715942383,0.32010555,0,0.23809523809523808,1,0.7619047619047619
43,14514,400,-1.723903,293,0.7325,107,0.2675,7,25.0,-18.0,8.614708,7.581969738006592,1.0327382,0,0.23255813953488372,1,0.7674418604651163
44,14914,400,-9.245731,293,0.7325,107,0.2675,5,32.0,-27.0,8.614708,7.999783515930176,0.61492443,0,0.22727272727272727,1,0.7727272727272727
45,15314,400,-6.187368,305,0.7625,95,0.2375,5,18.0,-13.0,8.618386,7.554626941680908,1.0637593,0,0.2222222222222222,1,0.7777777777777778
46,15714,400,6.555671,294,0.735,106,0.265,22,22.0,0.0,8.629356,7.980161666870117,0.6491947,0,0.21739130434782608,1,0.782608695652174
47,16114,400,-4.514454,300,0.75,100,0.25,13,27.0,-14.0,8.614708,8.015189170837402,0.5995188,0,0.2127659574468085,1,0.7872340425531915
48,16514,400,3.625363,286,0.715,114,0.285,23,15.0,8.0,8.622052,8.067719459533691,0.55433273,0,0.20833333333333334,1,0.7916666666666666
49,16693,179,396.6159,117,0.6536312849162011,62,0.3463687150837989,15,1.0,14.0,8.618386,-0.0,8.618386,1,0.22448979591836735,0,0.7755102040816326
50,16942,249,404.230413,180,0.7228915662650602,69,0.27710843373493976,12,3.0,9.0,8.611026,-0.0,8.611026,1,0.24,0,0.76
