step,action,reward,total_moves,move_ratio,total_senses,sense_ratio,distance_to_maximum_belief,distance_to_maximum_belief_reduction,belief_shannon_entropy,belief_shannon_entropy_reduction,success,failure
1,4,-0.00016884397,1,1.0,0,0.0,6.0,20.0,8.606609344482422,0.004416465759277344,0,0
2,2,-0.00016884413,2,1.0,0,0.0,5.0,-1.0,8.600581169128418,0.006028175354003906,0,0
3,0,-0.0001688443,2,0.6666666666666666,1,0.3333333333333333,5.0,0.0,8.575719833374023,0.02486133575439453,0,0
4,2,-0.00016884446,3,0.75,1,0.25,28.0,1.0,8.562952995300293,0.012766838073730469,0,0
5,2,-0.00016884464,4,0.8,1,0.2,29.0,-1.0,8.550583839416504,0.012369155883789062,0,0
6,0,-0.00016884481,4,0.6666666666666666,2,0.3333333333333333,29.0,0.0,8.518111228942871,0.03247261047363281,0,0
7,0,-0.00016884497,4,0.5714285714285714,3,0.42857142857142855,29.0,0.0,8.482952117919922,0.03515911102294922,0,0
8,3,-0.00016884514,5,0.625,3,0.375,30.0,-1.0,8.483686447143555,-0.0007343292236328125,0,0
9,0,-0.0001688453,5,0.5555555555555556,4,0.4444444444444444,30.0,0.0,8.448152542114258,0.035533905029296875,0,0
10,3,-0.00016884548,6,0.6,4,0.4,29.0,1.0,8.448017120361328,0.0001354217529296875,0,0
11,2,-0.00016884565,7,0.6363636363636364,4,0.36363636363636365,28.0,1.0,8.443321228027344,0.004695892333984375,0,0
12,3,-0.00016884581,8,0.6666666666666666,4,0.3333333333333333,29.0,-1.0,8.437326431274414,0.0059947967529296875,0,0
13,2,-0.00016884599,9,0.6923076923076923,4,0.3076923076923077,28.0,1.0,8.43791389465332,-0.00058746337890625,0,0
14,4,-0.00016884615,10,0.7142857142857143,4,0.2857142857142857,27.0,1.0,8.43895435333252,-0.0010404586791992188,0,0
15,2,-0.00016884632,11,0.7333333333333333,4,0.26666666666666666,26.0,1.0,8.42720890045166,0.011745452880859375,0,0
16,1,-0.0001688465,12,0.75,4,0.25,27.0,-1.0,8.429733276367188,-0.0025243759155273438,0,0
17,1,-0.00016884666,13,0.7647058823529411,4,0.23529411764705882,28.0,-1.0,8.431193351745605,-0.0014600753784179688,0,0
18,3,-0.00016884683,14,0.7777777777777778,4,0.2222222222222222,29.0,-1.0,8.431286811828613,-9.34600830078125e-05,0,0
19,2,-0.000168847,15,0.7894736842105263,4,0.21052631578947367,28.0,1.0,8.431661605834961,-0.00037479400634765625,0,0
20,0,-0.00016884717,15,0.75,5,0.25,28.0,0.0,8.393860816955566,0.03780078887939453,0,0
21,4,-0.00016884734,16,0.7619047619047619,5,0.23809523809523808,27.0,1.0,8.396064758300781,-0.0022039413452148438,0,0
22,0,-0.0001688475,16,0.7272727272727273,6,0.2727272727272727,27.0,0.0,8.362815856933594,0.0332489013671875,0,0
23,2,-0.00016884768,17,0.7391304347826086,6,0.2608695652173913,26.0,1.0,8.365816116333008,-0.0030002593994140625,0,0
24,0,-0.00016884784,17,0.7083333333333334,7,0.2916666666666667,26.0,0.0,8.331966400146484,0.03384971618652344,0,0
25,2,-0.00016884801,18,0.72,7,0.28,25.0,1.0,8.33285140991211,-0.000885009765625,0,0
26,4,-0.00016884819,19,0.7307692307692307,7,0.2692307692307692,24.0,1.0,8.332134246826172,0.0007171630859375,0,0
27,0,-0.00016884835,19,0.7037037037037037,8,0.2962962962962963,24.0,0.0,8.295700073242188,0.036434173583984375,0,0
28,2,-0.00016884852,20,0.7142857142857143,8,0.2857142857142857,23.0,1.0,8.292412757873535,0.0032873153686523438,0,0
29,0,-0.00016884868,20,0.6896551724137931,9,0.3103448275862069,23.0,0.0,8.255209922790527,0.03720283508300781,0,0
30,0,-0.00016884886,20,0.6666666666666666,10,0.3333333333333333,23.0,0.0,8.222639083862305,0.032570838928222656,0,0
31,2,-0.00016884903,21,0.6774193548387096,10,0.3225806451612903,22.0,1.0,8.226393699645996,-0.0037546157836914062,0,0
32,2,-0.00016884919,22,0.6875,10,0.3125,21.0,1.0,8.218801498413086,0.007592201232910156,0,0
33,4,-0.00016884936,23,0.696969696969697,10,0.30303030303030304,20.0,1.0,8.21875,5.14984130859375e-05,0,0
34,2,-0.00016884952,24,0.7058823529411765,10,0.29411764705882354,19.0,1.0,8.216506958007812,0.0022430419921875,0,0
35,4,-0.0001688497,25,0.7142857142857143,10,0.2857142857142857,18.0,1.0,8.20770263671875,0.0088043212890625,0,0
36,4,-0.00016884987,26,0.7222222222222222,10,0.2777777777777778,17.0,1.0,8.204269409179688,0.0034332275390625,0,0
37,0,-0.00016885003,26,0.7027027027027027,11,0.2972972972972973,17.0,0.0,8.16586971282959,0.038399696350097656,0,0
38,0,-0.00016885021,26,0.6842105263157895,12,0.3157894736842105,17.0,0.0,8.12602710723877,0.03984260559082031,0,0
39,2,-0.00016885037,27,0.6923076923076923,12,0.3076923076923077,16.0,1.0,8.115324974060059,0.010702133178710938,0,0
40,4,-0.00016885054,28,0.7,12,0.3,15.0,1.0,8.10636043548584,0.00896453857421875,0,0
41,4,-0.00016885072,29,0.7073170731707317,12,0.2926829268292683,18.0,-3.0,8.095808029174805,0.010552406311035156,0,0
42,2,-0.00016885088,30,0.7142857142857143,12,0.2857142857142857,19.0,-1.0,8.094595909118652,0.0012121200561523438,0,0
43,0,-0.00016885105,30,0.6976744186046512,13,0.3023255813953488,19.0,0.0,8.067813873291016,0.02678203582763672,0,0
44,0,-0.00016885121,30,0.6818181818181818,14,0.3181818181818182,19.0,0.0,8.035463333129883,0.03235054016113281,0,0
45,0,-0.00016885139,30,0.6666666666666666,15,0.3333333333333333,19.0,0.0,8.002685546875,0.03277778625488281,0,0
46,1,-0.00016885156,31,0.6739130434782609,15,0.32608695652173914,18.0,1.0,8.013690948486328,-0.011005401611328125,0,0
47,2,-0.00016885172,32,0.6808510638297872,15,0.3191489361702128,19.0,-1.0,8.02392864227295,-0.010237693786621094,0,0
48,0,-0.0001688519,32,0.6666666666666666,16,0.3333333333333333,19.0,0.0,7.987971782684326,0.03595685958862305,0,0
49,1,-0.00016885206,33,0.673469387755102,16,0.32653061224489793,18.0,1.0,7.999178886413574,-0.011207103729248047,0,0
50,2,-0.00016885223,34,0.68,16,0.32,19.0,-1.0,8.009732246398926,-0.010553359985351562,0,0
