step,action,reward,total_moves,move_ratio,total_senses,sense_ratio,distance_to_maximum_belief,distance_to_maximum_belief_reduction,belief_shannon_entropy,belief_shannon_entropy_reduction,success,failure
1,0,-0.0025,0,0.0,1,1.0,30.0,-28.0,7.1834821701049805,1.4385700225830078,0,0
2,0,-0.0025,0,0.0,2,1.0,1.0,0.0,5.882504463195801,1.3009777069091797,0,0
3,0,-0.0025,0,0.0,3,1.0,1.0,0.0,5.117055416107178,0.765449047088623,0,0
4,3,-0.0025,1,0.25,3,0.75,2.0,-1.0,5.340269088745117,-0.22321367263793945,0,0
5,0,-0.0025,1,0.2,4,0.8,2.0,0.0,4.890777111053467,0.4494919776916504,0,0
6,4,-0.0025,2,0.3333333333333333,4,0.6666666666666666,1.0,1.0,5.10556697845459,-0.21478986740112305,0,0
7,3,-0.0025,3,0.42857142857142855,4,0.5714285714285714,2.0,-1.0,5.349330425262451,-0.24376344680786133,0,0
8,4,-0.0025,4,0.5,4,0.5,1.0,1.0,5.497800350189209,-0.1484699249267578,0,0
9,0,-0.0025,4,0.4444444444444444,5,0.5555555555555556,1.0,0.0,4.960302829742432,0.5374975204467773,0,0
10,3,-0.0025,5,0.5,5,0.5,2.0,-1.0,5.22459077835083,-0.26428794860839844,0,0
11,0,-0.0025,5,0.45454545454545453,6,0.5454545454545454,2.0,0.0,4.8199591636657715,0.4046316146850586,0,0
12,4,-0.0025,6,0.5,6,0.5,1.0,1.0,5.025939464569092,-0.2059803009033203,0,0
13,0,-0.0025,6,0.46153846153846156,7,0.5384615384615384,1.0,0.0,4.566971302032471,0.4589681625366211,0,0
14,0,-0.0025,6,0.42857142857142855,8,0.5714285714285714,1.0,0.0,5.3955302238464355,-0.8285589218139648,0,0
15,1,-0.0025,7,0.4666666666666667,8,0.5333333333333333,2.0,1.0,5.522519111633301,-0.12698888778686523,0,0
16,4,-0.0025,8,0.5,8,0.5,2.0,-1.0,5.66589879989624,-0.14337968826293945,0,0
17,0,-0.0025,8,0.47058823529411764,9,0.5294117647058824,4.0,0.0,5.368129253387451,0.29776954650878906,0,0
18,3,-0.0025,9,0.5,9,0.5,1.0,1.0,5.536998271942139,-0.1688690185546875,0,0
19,1,-0.0025,10,0.5263157894736842,9,0.47368421052631576,0.0,1.0,5.7569708824157715,-0.2199726104736328,0,0
20,3,-0.0025,11,0.55,9,0.45,1.0,1.0,5.944939613342285,-0.18796873092651367,0,0
21,0,-0.0025,11,0.5238095238095238,10,0.47619047619047616,3.0,0.0,6.219508647918701,-0.274569034576416,0,0
22,3,-0.0025,12,0.5454545454545454,10,0.45454545454545453,13.0,-1.0,6.270546913146973,-0.051038265228271484,0,0
23,3,-0.0025,13,0.5652173913043478,10,0.43478260869565216,14.0,-1.0,6.34769344329834,-0.07714653015136719,0,0
24,4,-0.0025,14,0.5833333333333334,10,0.4166666666666667,13.0,1.0,6.436271667480469,-0.0885782241821289,0,0
25,3,-0.0025,15,0.6,10,0.4,14.0,-1.0,6.509469032287598,-0.0731973648071289,0,0
26,1,-0.0025,16,0.6153846153846154,10,0.38461538461538464,13.0,1.0,6.5381550788879395,-0.028686046600341797,0,0
27,3,399.9975,17,0.6296296296296297,10,0.37037037037037035,14.0,-1.0,-0.0,6.5381550788879395,1,0
