episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
21,5770,400,-1.0,287,0.7175,113,0.2825,13,10.0,3.0,8.618386,7.491492748260498,1.1268935,0,0.42857142857142855,1,0.5714285714285714
22,6170,400,-1.0,293,0.7325,107,0.2675,11,16.0,-5.0,8.60733,7.802772045135498,0.8045583,0,0.4090909090909091,1,0.5909090909090909
23,6560,390,399.024998,267,0.6846153846153846,123,0.3153846153846154,7,2.0,5.0,8.618386,-0.0,8.618386,1,0.43478260869565216,0,0.5652173913043478
24,6960,400,-1.0,280,0.7,120,0.3,28,23.0,5.0,8.614708,7.750572204589844,0.86413574,0,0.4166666666666667,1,0.5833333333333334
25,7360,400,-1.0,289,0.7225,111,0.2775,13,10.0,3.0,8.625709,7.202225685119629,1.4234829,0,0.4,1,0.6
26,7760,400,-1.0,284,0.71,116,0.29,6,7.0,-1.0,8.625709,6.116943359375,2.5087652,0,0.38461538461538464,1,0.6153846153846154
27,8160,400,-1.0,296,0.74,104,0.26,5,31.0,-26.0,8.60733,7.865886688232422,0.74144363,0,0.37037037037037035,1,0.6296296296296297
28,8560,400,-1.0,286,0.715,114,0.285,8,17.0,-9.0,8.625709,7.6254987716674805,1.0002098,0,0.35714285714285715,1,0.6428571428571429
29,8960,400,-1.0,294,0.735,106,0.265,18,28.0,-10.0,8.60733,7.982049465179443,0.62528086,0,0.3448275862068966,1,0.6551724137931034
30,9360,400,-1.0,294,0.735,106,0.265,3,17.0,-14.0,8.618386,7.824965476989746,0.7934208,0,0.3333333333333333,1,0.6666666666666666
31,9555,195,399.512498,124,0.6358974358974359,71,0.3641025641025641,21,1.0,20.0,8.618386,-0.0,8.618386,1,0.3548387096774194,0,0.6451612903225806
32,9859,304,399.239998,220,0.7236842105263158,84,0.27631578947368424,8,4.0,4.0,8.622052,-0.0,8.622052,1,0.375,0,0.625
33,10259,400,-1.0,281,0.7025,119,0.2975,13,19.0,-6.0,8.622052,7.9011945724487305,0.7208576,0,0.36363636363636365,1,0.6363636363636364
34,10556,297,399.257498,214,0.7205387205387206,83,0.27946127946127947,25,1.0,24.0,8.629356,-0.0,8.629356,1,0.38235294117647056,0,0.6176470588235294
35,10956,400,-1.0,286,0.715,114,0.285,8,5.0,3.0,8.611026,7.458420753479004,1.152605,0,0.37142857142857144,1,0.6285714285714286
36,11031,75,399.812498,50,0.6666666666666666,25,0.3333333333333333,6,16.0,-10.0,8.618386,-0.0,8.618386,1,0.3888888888888889,0,0.6111111111111112
37,11431,400,-1.0,305,0.7625,95,0.2375,20,26.0,-6.0,8.618386,7.948601245880127,0.669785,0,0.3783783783783784,1,0.6216216216216216
38,11486,55,399.862498,36,0.6545454545454545,19,0.34545454545454546,15,2.0,13.0,8.611026,-0.0,8.611026,1,0.39473684210526316,0,0.6052631578947368
39,11850,364,399.089998,257,0.7060439560439561,107,0.29395604395604397,13,3.0,10.0,8.60733,-0.0,8.60733,1,0.41025641025641024,0,0.5897435897435898
40,12069,219,399.452498,167,0.7625570776255708,52,0.2374429223744292,14,5.0,9.0,8.614708,-0.0,8.614708,1,0.425,0,0.575
41,12469,400,-1.0,289,0.7225,111,0.2775,33,28.0,5.0,8.625709,8.189197540283203,0.43651104,0,0.4146341463414634,1,0.5853658536585366
42,12574,105,399.737498,82,0.780952380952381,23,0.21904761904761905,9,1.0,8.0,8.60733,-0.0,8.60733,1,0.42857142857142855,0,0.5714285714285714
43,12786,212,399.469998,156,0.7358490566037735,56,0.2641509433962264,10,8.0,2.0,8.618386,-0.0,8.618386,1,0.4418604651162791,0,0.5581395348837209
44,13186,400,-1.0,292,0.73,108,0.27,15,5.0,10.0,8.622052,7.195714473724365,1.4263377,0,0.4318181818181818,1,0.5681818181818182
45,13586,400,-1.0,294,0.735,106,0.265,11,18.0,-7.0,8.603626,7.8871612548828125,0.716465,0,0.4222222222222222,1,0.5777777777777777
46,13986,400,-1.0,314,0.785,86,0.215,20,18.0,2.0,8.622052,7.849222183227539,0.77283,0,0.41304347826086957,1,0.5869565217391305
47,14328,342,399.144998,221,0.6461988304093568,121,0.3538011695906433,11,4.0,7.0,8.603626,-0.0,8.603626,1,0.425531914893617,0,0.574468085106383
48,14542,214,399.464998,147,0.6869158878504673,67,0.3130841121495327,8,5.0,3.0,8.603626,-0.0,8.603626,1,0.4375,0,0.5625
49,14942,400,-1.0,284,0.71,116,0.29,15,17.0,-2.0,8.614708,8.004415512084961,0.61029243,0,0.42857142857142855,1,0.5714285714285714
50,14969,27,399.932498,17,0.6296296296296297,10,0.37037037037037035,2,14.0,-12.0,8.622052,-0.0,8.622052,1,0.44,0,0.56
