episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
23,5202,400,-2.17036,76,0.19,324,0.81,13,15.0,-2.0,8.636623,8.10198974609375,0.53463364,0,0.5217391304347826,1,0.4782608695652174
24,5487,285,403.711547,251,0.8807017543859649,34,0.11929824561403508,10,9.0,1.0,8.614708,-0.0,8.614708,1,0.5416666666666666,0,0.4583333333333333
25,5763,276,410.023924,141,0.5108695652173914,135,0.4891304347826087,17,4.0,13.0,8.611026,-0.0,8.611026,1,0.56,0,0.44
26,6163,400,-4.056634,366,0.915,34,0.085,11,16.0,-5.0,8.60733,8.189790725708008,0.4175396,0,0.5384615384615384,1,0.46153846153846156
27,6563,400,3.045091,78,0.195,322,0.805,19,16.0,3.0,8.622052,8.214115142822266,0.40793705,0,0.5185185185185185,1,0.48148148148148145
28,6903,340,399.777241,336,0.9882352941176471,4,0.011764705882352941,7,21.0,-14.0,8.622052,-0.0,8.622052,1,0.5357142857142857,0,0.4642857142857143
29,7303,400,-9.219527,289,0.7225,111,0.2775,3,24.0,-21.0,8.629356,7.940213203430176,0.6891432,0,0.5172413793103449,1,0.4827586206896552
30,7703,400,2.484584,368,0.92,32,0.08,6,4.0,2.0,8.611026,7.58250617980957,1.0285196,0,0.5,1,0.5
31,7776,73,400.822272,56,0.7671232876712328,17,0.2328767123287671,10,6.0,4.0,8.618386,-0.0,8.618386,1,0.5161290322580645,0,0.4838709677419355
32,8176,400,-4.406767,378,0.945,22,0.055,14,25.0,-11.0,8.618386,8.436038970947266,0.1823473,0,0.5,1,0.5
33,8576,400,6.459781,350,0.875,50,0.125,18,16.0,2.0,8.614708,8.224279403686523,0.39042854,0,0.48484848484848486,1,0.5151515151515151
34,8976,400,-0.113171,338,0.845,62,0.155,13,20.0,-7.0,8.622052,8.216399192810059,0.405653,0,0.47058823529411764,1,0.5294117647058824
35,9376,400,-4.713084,358,0.895,42,0.105,9,19.0,-10.0,8.625709,8.56141185760498,0.06429672,0,0.45714285714285713,1,0.5428571428571428
36,9776,400,-0.553777,291,0.7275,109,0.2725,10,9.0,1.0,8.614708,7.97889518737793,0.63581276,0,0.4444444444444444,1,0.5555555555555556
37,10176,400,-2.788306,210,0.525,190,0.475,7,27.0,-20.0,8.603626,8.315775871276855,0.28785038,0,0.43243243243243246,1,0.5675675675675675
38,10505,329,395.534452,315,0.9574468085106383,14,0.0425531914893617,5,14.0,-9.0,8.622052,-0.0,8.622052,1,0.4473684210526316,0,0.5526315789473685
39,10905,400,5.694072,328,0.82,72,0.18,10,17.0,-7.0,8.625709,8.17055606842041,0.4551525,0,0.4358974358974359,1,0.5641025641025641
40,11305,400,-2.237231,341,0.8525,59,0.1475,24,31.0,-7.0,8.625709,8.270214080810547,0.3554945,0,0.425,1,0.575
41,11349,44,403.704105,39,0.8863636363636364,5,0.11363636363636363,12,18.0,-6.0,8.611026,-0.0,8.611026,1,0.43902439024390244,0,0.5609756097560976
42,11749,400,-5.439395,285,0.7125,115,0.2875,8,23.0,-15.0,8.603626,8.369303703308105,0.23432255,0,0.42857142857142855,1,0.5714285714285714
43,12149,400,2.205938,395,0.9875,5,0.0125,8,17.0,-9.0,8.622052,8.350120544433594,0.27193165,0,0.4186046511627907,1,0.5813953488372093
44,12535,386,407.144207,343,0.8886010362694301,43,0.11139896373056994,14,8.0,6.0,8.629356,-0.0,8.629356,1,0.4318181818181818,0,0.5681818181818182
45,12935,400,3.594708,363,0.9075,37,0.0925,13,16.0,-3.0,8.622052,8.150009155273438,0.47204304,0,0.4222222222222222,1,0.5777777777777777
46,13335,400,-4.641908,397,0.9925,3,0.0075,12,29.0,-17.0,8.611026,8.354931831359863,0.25609398,0,0.41304347826086957,1,0.5869565217391305
47,13575,240,405.817499,173,0.7208333333333333,67,0.2791666666666667,18,4.0,14.0,8.611026,-0.0,8.611026,1,0.425531914893617,0,0.574468085106383
48,13975,400,4.903533,207,0.5175,193,0.4825,18,16.0,2.0,8.622052,8.171222686767578,0.4508295,0,0.4166666666666667,1,0.5833333333333334
49,14375,400,0.65608,329,0.8225,71,0.1775,20,11.0,9.0,8.614708,7.550658702850342,1.0640492,0,0.40816326530612246,1,0.5918367346938775
50,14775,400,0.739143,264,0.66,136,0.34,8,36.0,-28.0,8.618386,8.043891906738281,0.57449436,0,0.4,1,0.6
