episode,total_timesteps,length,reward,total_moves,move_ratio,total_senses,sense_ratio,initial_distance_to_victim,distance_to_maximum_belief,distance_to_maximum_belief_reduction,initial_belief_shannon_entropy,belief_shannon_entropy,belief_shannon_entropy_reduction,success,success_rate,failure,failure_rate
35,9916,100,401.930147,81,0.81,19,0.19,3,5.0,-2.0,8.614708,-0.0,8.614708,1,0.45714285714285713,0,0.5428571428571428
36,10316,400,0.610721,327,0.8175,73,0.1825,7,15.0,-8.0,8.614708,7.642361640930176,0.9723463,0,0.4444444444444444,1,0.5555555555555556
37,10716,400,2.484858,257,0.6425,143,0.3575,14,21.0,-7.0,8.618386,8.007539749145508,0.6108465,0,0.43243243243243246,1,0.5675675675675675
38,11084,368,397.815294,275,0.7472826086956522,93,0.25271739130434784,10,9.0,1.0,8.625709,-0.0,8.625709,1,0.4473684210526316,0,0.5526315789473685
39,11247,163,403.477867,137,0.8404907975460123,26,0.15950920245398773,16,14.0,2.0,8.632996,-0.0,8.632996,1,0.46153846153846156,0,0.5384615384615384
40,11256,9,397.831689,9,1.0,0,0.0,7,5.0,2.0,8.603626,-0.0,8.603626,1,0.475,0,0.525
41,11656,400,8.891689,279,0.6975,121,0.3025,21,12.0,9.0,8.629356,8.403251647949219,0.22610474,0,0.4634146341463415,1,0.5365853658536586
42,12056,400,3.842855,370,0.925,30,0.075,15,15.0,0.0,8.60733,8.08404541015625,0.5232849,0,0.4523809523809524,1,0.5476190476190477
43,12456,400,-1.334116,375,0.9375,25,0.0625,4,14.0,-10.0,8.629356,8.268869400024414,0.36048698,0,0.4418604651162791,1,0.5581395348837209
44,12856,400,1.181462,370,0.925,30,0.075,32,36.0,-4.0,8.622052,8.442752838134766,0.17929935,0,0.4318181818181818,1,0.5681818181818182
45,13256,400,5.369913,334,0.835,66,0.165,10,15.0,-5.0,8.599912,8.260683059692383,0.33922863,0,0.4222222222222222,1,0.5777777777777777
46,13656,400,-5.834842,313,0.7825,87,0.2175,6,10.0,-4.0,8.614708,8.112752914428711,0.50195503,0,0.41304347826086957,1,0.5869565217391305
47,14056,400,-3.594108,188,0.47,212,0.53,16,24.0,-8.0,8.611026,7.862985610961914,0.7480402,0,0.40425531914893614,1,0.5957446808510638
48,14456,400,-0.539327,188,0.47,212,0.53,10,23.0,-13.0,8.614708,8.23361873626709,0.3810892,0,0.3958333333333333,1,0.6041666666666666
49,14856,400,-0.547904,304,0.76,96,0.24,21,16.0,5.0,8.611026,8.25877571105957,0.3522501,0,0.3877551020408163,1,0.6122448979591837
50,14962,106,402.122276,102,0.9622641509433962,4,0.03773584905660377,10,10.0,0.0,8.625709,-0.0,8.625709,1,0.4,0,0.6
